"GEOGRAPHY_CODE","GEOGRAPHY_NAME","Female","Female","Male","Male","Total","Total"
"E36000839","Warfield Harvest Ride",0,0,0,0,5,0
"E36000840","Wildridings and Central",5,5,5,0,15,10
"E36000841","Winkfield and Cranbourne",5,0,0,5,5,5
"E36000842","Aldermaston",0,0,0,0,0,0
"E36000843","Basildon",0,0,0,0,0,0
"E36000844","Birch Copse",0,5,5,0,0,10
"E36000845","Bucklebury",0,5,5,5,5,10
"E36000846","Burghfield",0,5,5,5,5,10
"E36000847","Calcot",5,10,10,5,20,15
"E36000848","Chieveley",0,0,0,0,0,0
"E36000849","Clay Hill",5,0,5,15,20,10
"E36000850","Cold Ash",0,5,0,0,0,5
"E36000851","Compton",0,0,0,5,5,0
"E36000852","Downlands",0,0,0,5,5,0
"E36000853","Falkland",0,0,0,5,5,0
"E36000854","Greenham",10,0,5,5,15,5
"E36000855","Hungerford",0,10,10,5,5,15
"E36000856","Kintbury",5,0,5,5,10,5
"E36000857","Lambourn Valley",0,0,5,0,0,10
"E36000858","Mortimer",10,5,5,5,10,10
"E36000859","Northcroft",5,0,5,10,10,5
"E36000860","Pangbourne",0,0,0,0,5,0
"E36000861","Purley on Thames",0,0,0,5,5,5
"E36000862","Speen",10,5,5,5,10,10
"E36000863","St Johns",0,5,15,10,10,20
"E36000864","Sulhamstead",0,0,0,0,0,5
"E36000865","Thatcham Central",5,0,5,5,5,5
"E36000866","Thatcham North",5,10,5,0,5,10
"E36000867","Thatcham South and Crookham",0,5,5,10,5,15
"E36000868","Thatcham West",0,5,5,5,10,5
"E36000869","Theale",5,0,0,0,0,5
"E36000870","Victoria",10,10,5,10,15,15
"E36000871","Westwood",0,5,0,0,5,5
"E36000872","Abbey",15,10,20,20,30,35
"E36000873","Battle",15,10,15,20,35,30
"E36000874","Caversham",10,10,10,10,15,20
"E36000875","Church",15,10,20,20,35,30
"E36000876","Katesgrove",15,15,15,20,30,30
"E36000877","Kentwood",10,10,15,10,20,20
"E36000878","Mapledurham",0,0,0,0,0,0
"E36000879","Minster",25,10,15,30,55,30
"E36000880","Norcot",15,10,5,25,35,15
"E36000881","Park",10,5,10,15,15,25
"E36000882","Peppard",0,5,5,5,10,10
"E36000883","Redlands",10,5,10,10,20,15
"E36000884","Southcote",10,10,10,10,20,20
"E36000885","Thames",5,0,0,5,10,0
"E36000886","Tilehurst",10,10,0,10,20,10
"E36000887","Whitley",15,25,20,25,50,35
"E36000888","Baylis and Stoke",15,10,15,15,25,30
"E36000889","Britwell",10,10,15,20,30,25
"E36000890","Central",15,5,15,20,20,40
"E36000891","Chalvey",20,15,25,20,35,50
"E36000892","Cippenham Green",10,5,15,10,20,15
"E36000893","Cippenham Meadows",10,15,15,15,25,30
"E36000894","Colnbrook with Poyle",5,5,5,5,10,10
"E36000895","Farnham",10,20,15,5,15,30
"E36000896","Foxborough",10,5,15,10,25,15
"E36000897","Haymill",10,10,5,10,20,15
"E36000898","Kedermister",10,10,15,10,20,20
"E36000899","Langley St Mary's",5,5,10,5,10,15
"E36000900","Upton",15,10,20,20,30,30
"E36000901","Wexham Lea",15,10,10,20,30,25
"E36000902","Ascot and Cheapside",0,0,0,0,5,0
"E36000903","Belmont",5,5,5,5,10,10
"E36000904","Bisham and Cookham",0,0,0,0,0,0
"E36000905","Boyn Hill",0,0,5,0,5,5
"E36000906","Bray",0,0,0,5,5,0
"E36000907","Castle Without",0,5,0,0,0,5
"E36000908","Clewer East",0,0,5,0,5,0
"E36000909","Clewer North",10,5,5,10,20,15
"E36000910","Clewer South",5,0,5,5,10,5
"E36000911","Cox Green",5,0,0,5,5,5
"E36000912","Datchet",0,5,5,5,10,5
"E36000913","Eton and Castle",5,0,0,0,0,5
"E36000914","Eton Wick",0,0,5,0,5,0
"E36000915","Furze Platt",5,5,5,5,10,10
"E36000916","Horton and Wraysbury",5,0,0,5,5,5
"E36000917","Hurley and Walthams",5,0,5,5,10,5
"E36000918","Maidenhead Riverside",5,5,0,10,15,5
"E36000919","Old Windsor",0,0,5,0,5,0
"E36000920","Oldfield",10,10,20,10,15,25
"E36000921","Park",0,0,0,0,0,0
"E36000922","Pinkneys Green",5,5,5,0,10,5
"E36000923","Sunningdale",0,0,0,0,0,0
"E36000924","Sunninghill and South Ascot",0,0,0,0,0,0
"E36000925","Arborfield",5,0,0,0,5,5
"E36000926","Barkham",0,0,5,0,5,0
"E36000927","Bulmershe and Whitegates",5,5,10,10,15,15
"E36000928","Charvil",0,0,5,0,5,0
"E36000929","Coronation",0,0,5,0,5,0
"E36000930","Emmbrook",5,5,5,5,10,5
"E36000931","Evendons",0,5,5,5,10,10
"E36000932","Finchampstead North",0,0,0,0,5,5
"E36000933","Finchampstead South",5,0,0,0,5,0
"E36000934","Hawkedon",5,0,5,5,10,5
"E36000935","Hillside",0,0,5,0,5,5
"E36000936","Hurst",0,0,0,0,5,0
"E36000937","Loddon",5,5,0,15,20,10
"E36000938","Maiden Erlegh",5,0,10,5,10,5
"E36000939","Norreys",5,0,10,5,15,5
"E36000940","Remenham, Wargrave and Ruscombe",0,0,0,5,5,5
"E36000941","Shinfield North",0,0,0,0,5,5
"E36000942","Shinfield South",5,5,5,5,5,15
"E36000943","Sonning",0,0,5,0,0,5
"E36000944","South Lake",0,0,5,5,5,5
"E36000945","Swallowfield",0,0,0,0,5,0
"E36000946","Twyford",0,0,0,0,0,0
"E36000947","Wescott",0,5,0,5,5,5
"E36000948","Winnersh",5,0,10,0,15,5
"E36000949","Wokingham Without",0,0,0,5,0,5
"E36000950","Bletchley and Fenny Stratford",25,20,30,20,45,50
"E36000951","Bradwell",15,10,25,20,30,40
"E36000952","Campbell Park",15,20,40,45,55,65
"E36000953","Danesborough",5,5,0,0,5,5
"E36000954","Denbigh",5,10,10,10,20,15
"E36000955","Eaton Manor",15,15,25,15,40,30
"E36000956","Emerson Valley",10,10,20,10,20,30
"E36000957","Furzton",5,10,10,10,20,15
"E36000958","Hanslope Park",0,5,5,5,10,5
"E36000959","Linford North",5,5,5,10,10,15
"E36000960","Linford South",5,10,10,10,20,20
"E36000961","Loughton Park",15,10,15,15,25,25
"E36000962","Middleton",20,15,10,25,25,40
"E36000963","Newport Pagnell North",0,0,5,5,5,5
"E36000964","Newport Pagnell South",5,5,10,5,10,15
"E36000965","Olney",5,0,5,0,0,10
"E36000966","Sherington",0,0,0,0,0,0
"E36000967","Stantonbury",10,10,10,15,20,25
"E36000968","Stony Stratford",10,10,10,20,20,30
"E36000969","Walton Park",5,15,20,10,30,15
"E36000970","Whaddon",5,5,10,5,15,15
"E36000971","Wolverton",20,20,25,30,40,50
"E36000972","Woughton",20,20,25,30,50,50
"E36000973","Brunswick and Adelaide",10,10,15,20,35,25
"E36000974","Central Hove",10,10,10,20,30,20
"E36000975","East Brighton",30,45,35,60,65,105
"E36000976","Goldsmid",10,15,15,20,35,25
"E36000977","Hangleton and Knoll",20,15,20,35,35,55
"E36000978","Hanover and Elm Grove",30,20,25,35,65,45
"E36000979","Hollingdean and Stanmer",20,15,30,25,45,40
"E36000980","Hove Park",10,5,5,10,15,15
"E36000981","Moulsecoomb and Bevendean",45,15,35,60,105,50
"E36000982","North Portslade",20,5,10,40,60,15
"E36000983","Patcham",15,5,10,20,40,15
"E36000984","Preston Park",5,5,15,20,25,20
"E36000985","Queen's Park",20,25,45,25,45,75
"E36000986","Regency",15,15,30,15,30,45
"E36000987","Rottingdean Coastal",10,5,5,15,25,10
"E36000988","South Portslade",15,20,15,30,50,35
"E36000989","St. Peter's and North Laine",30,15,50,55,85,65
"E36000990","Westbourne",10,10,10,20,30,15
"E36000991","Wish",5,10,10,10,20,15
"E36000992","Withdean",10,5,15,10,15,20
"E36000993","Woodingdean",15,5,15,30,15,45
"E36000994","Baffins",15,10,30,20,45,30
"E36000995","Central Southsea",15,15,25,30,45,35
"E36000996","Charles Dickens",75,50,45,75,145,95
"E36000997","Copnor",5,15,10,15,20,30
"E36000998","Cosham",20,20,30,20,50,40
"E36000999","Drayton and Farlington",5,5,15,5,5,20
"E36001000","Eastney and Craneswater",10,10,10,15,20,20
"E36001001","Fratton",30,15,35,25,55,50
"E36001002","Hilsea",5,5,15,15,25,20
"E36001003","Milton",15,15,10,25,45,30
"E36001004","Nelson",20,25,35,35,55,65
"E36001005","Paulsgrove",15,20,35,30,55,45
"E36001006","St Jude",15,5,15,25,40,20
"E36001007","St Thomas",20,10,25,30,45,40
"E36001008","Bargate",45,30,40,40,85,70
"E36001009","Bassett",5,5,10,15,20,20
"E36001010","Bevois",55,25,80,55,135,80
"E36001011","Bitterne",40,45,50,35,85,80
"E36001012","Bitterne Park",15,10,25,15,40,25
"E36001013","Coxford",25,10,20,25,45,35
"E36001014","Freemantle",40,15,35,35,75,50
"E36001015","Harefield",30,20,25,35,65,45
"E36001016","Millbrook",25,25,25,30,55,50
"E36001017","Peartree",20,30,35,20,40,65
"E36001018","Portswood",10,25,15,10,25,40
"E36001019","Redbridge",25,40,30,40,60,80
"E36001020","Shirley",15,20,25,25,45,45
"E36001021","Sholing",15,10,10,25,20,40
"E36001022","Swaythling",15,15,30,25,40,45
"E36001023","Woolston",25,30,40,40,70,70
"E36001024","Arreton and Newchurch",0,0,0,5,0,5
"E36001025","Binstead and Fishbourne",0,0,0,5,5,0
"E36001026","Brading, St Helens and Bembridge",0,0,5,5,5,10
"E36001027","Carisbrooke",5,5,5,5,10,10
"E36001028","Central Wight",0,0,5,0,5,0
"E36001029","Chale, Niton and Whitwell",0,0,5,10,10,5
"E36001030","Cowes Medina",0,5,5,5,5,10
"E36001031","Cowes North",0,0,5,5,5,5
"E36001032","Cowes South and Northwood",0,0,0,0,5,5
"E36001033","Cowes West and Gurnard",0,0,0,0,0,5
"E36001034","East Cowes",5,5,5,5,5,5
"E36001035","Freshwater North",0,0,5,0,0,5
"E36001036","Freshwater South",0,0,0,5,5,0
"E36001037","Godshill and Wroxall",0,5,0,5,10,0
"E36001038","Havenstreet, Ashey and Haylands",5,5,5,0,5,10
"E36001039","Lake North",5,5,5,5,5,10
"E36001040","Lake South",0,0,5,5,5,10
"E36001041","Nettlestone and Seaview",0,0,0,0,0,0
"E36001042","Newport Central",5,0,5,10,15,5
"E36001043","Newport East",10,10,15,5,15,25
"E36001044","Newport North",5,5,5,5,10,10
"E36001045","Newport South",5,5,5,10,15,10
"E36001046","Newport West",5,0,5,5,10,10
"E36001047","Parkhurst",5,5,5,5,10,10
"E36001048","Ryde East",0,5,5,5,5,10
"E36001049","Ryde North East",15,10,20,15,30,25
"E36001050","Ryde North West",0,0,10,5,15,10
"E36001051","Ryde South",10,5,10,15,25,20
"E36001052","Ryde West",5,5,15,5,20,10
"E36001053","Sandown North",5,5,10,5,15,10
"E36001054","Sandown South",10,5,10,5,5,20
"E36001055","Shanklin Central",5,5,5,10,15,5
"E36001056","Shanklin South",5,0,5,0,5,10
"E36001057","Totland",0,0,0,0,0,0
"E36001058","Ventnor East",5,5,5,5,10,5
"E36001059","Ventnor West",0,0,5,5,5,5
"E36001060","West Wight",0,0,5,0,5,0
"E36001061","Whippingham and Osborne",5,10,10,5,20,5
"E36001062","Wootton Bridge",0,0,5,5,5,5
"E36001063","Annfield Plain",20,15,35,30,55,45
"E36001064","Aycliffe East",10,10,20,15,30,25
"E36001065","Aycliffe North",10,5,15,25,35,20
"E36001066","Aycliffe West",30,15,30,20,60,40
"E36001067","Barnard Castle East",10,5,20,5,25,10
"E36001068","Barnard Castle West",5,0,5,10,10,5
"E36001069","Belmont",5,0,5,10,15,5
"E36001070","Benfieldside",15,5,20,10,35,15
"E36001071","Bishop Auckland Town",15,15,15,30,50,30
"E36001072","Blackhalls",25,15,25,30,50,45
"E36001073","Brandon",15,15,35,20,50,35
"E36001074","Burnopfield and Dipton",10,5,15,5,25,10
"E36001075","Chester-le-Street North and East",10,5,15,5,25,15
"E36001076","Chester-le-Street South",5,5,5,20,25,10
"E36001077","Chester-le-Street West Central",25,10,30,40,70,40
"E36001078","Chilton",20,20,30,30,50,50
"E36001079","Consett North",20,10,30,15,45,30
"E36001080","Coundon",20,25,50,20,70,45
"E36001081","Coxhoe",15,10,15,15,30,25
"E36001082","Craghead and South Moor",25,15,40,30,70,45
"E36001083","Crook North and Tow Law",15,15,20,35,50,30
"E36001084","Crook South",25,20,55,20,80,40
"E36001085","Dawdon",25,20,30,55,80,50
"E36001086","Deerness Valley",15,15,30,15,45,25
"E36001087","Delves Lane and Consett South",35,15,40,25,75,40
"E36001088","Deneside",20,10,40,25,60,35
"E36001089","Durham South",5,5,15,20,25,20
"E36001090","Easington",30,15,35,40,65,50
"E36001091","Elvet",0,0,5,10,10,10
"E36001092","Esh",10,5,10,15,25,15
"E36001093","Evenwood",5,5,25,5,30,10
"E36001094","Ferryhill",25,15,45,30,70,45
"E36001095","Framwellgate Moor",10,5,15,10,30,15
"E36001096","Gilesgate",25,5,20,30,50,25
"E36001097","Horden",35,25,40,45,80,70
"E36001098","Lanchester",5,5,10,5,15,10
"E36001099","Leadgate and Medomsley",20,10,15,15,35,25
"E36001100","Lumley",10,10,25,10,35,20
"E36001101","Murton",20,10,25,15,50,30
"E36001102","Neville's Cross",0,0,5,5,5,5
"E36001103","Newton Hall",5,5,5,15,20,10
"E36001104","Ouston and Urpeth",5,5,25,15,30,20
"E36001105","Pelton",15,5,20,15,35,20
"E36001106","Peterlee East",20,25,60,30,80,55
"E36001107","Peterlee West",15,15,15,45,60,25
"E36001108","Sacriston",10,10,20,10,30,20
"E36001109","Seaham",10,10,0,5,15,10
"E36001110","Sedgefield",5,0,5,10,5,15
"E36001111","Sherburn",15,5,25,15,40,20
"E36001112","Shildon East",20,15,25,55,80,40
"E36001113","Shildon West",25,10,35,25,60,35
"E36001114","Shotton",20,15,55,25,40,75
"E36001115","Spennymoor and Middlestone",20,10,15,30,25,50
"E36001116","Stanley",25,20,50,30,75,50
"E36001117","Tanfield",20,10,30,10,50,20
"E36001118","Thornley",25,15,20,25,50,35
"E36001119","Trimdon",15,15,30,15,45,30
"E36001120","Tudhoe",10,15,15,35,50,25
"E36001121","Weardale",5,5,10,5,15,10
"E36001122","West Auckland",10,5,25,10,35,15
"E36001123","Willington",25,10,30,45,70,40
"E36001124","Wingate",20,15,35,15,50,35
"E36001125","Woodhouse Close",30,15,50,35,85,45
"E36001126","Alnwick",5,5,20,5,25,10
"E36001127","Amble",10,5,15,10,20,15
"E36001128","Amble West with Warkworth",0,5,5,5,5,5
"E36001129","Ashington Central",20,20,15,30,50,35
"E36001130","Bamburgh",5,0,0,0,5,0
"E36001131","Bedlington Central",5,5,10,5,15,10
"E36001132","Bedlington East",15,10,25,15,40,25
"E36001133","Bedlington West",10,0,15,5,25,10
"E36001134","Bellingham",5,0,5,0,5,5
"E36001135","Berwick East",5,0,5,5,15,10
"E36001136","Berwick North",10,5,5,5,15,10
"E36001137","Berwick West with Ord",0,5,5,5,10,10
"E36001138","Bothal",0,5,5,10,15,10
"E36001139","Bywell",0,0,0,0,0,0
"E36001140","Chevington with Longhorseley",15,5,20,5,35,10
"E36001141","Choppington",5,5,20,10,30,15
"E36001142","College",25,15,35,30,65,40
"E36001143","Corbridge",0,0,0,0,0,5
"E36001144","Cowpen",5,20,25,15,25,50
"E36001145","Cramlington East",10,10,10,25,35,15
"E36001146","Cramlington Eastfield",5,5,20,5,25,10
"E36001147","Cramlington North",5,0,5,5,10,5
"E36001148","Cramlington South East",5,5,10,5,15,5
"E36001149","Cramlington Village",5,5,10,5,15,10
"E36001150","Cramlington West",10,5,25,10,40,10
"E36001151","Croft",15,15,25,50,65,40
"E36001152","Haltwhistle",5,5,5,5,10,10
"E36001153","Hartley",5,5,10,5,15,10
"E36001154","Haydon",10,0,10,5,15,5
"E36001155","Haydon and Hadrian",5,0,5,5,5,5
"E36001156","Hexham Central with Acomb",0,5,5,5,5,10
"E36001157","Hexham East",0,5,5,5,10,5
"E36001158","Hexham West",0,0,5,0,0,5
"E36001159","Hirst",35,25,50,30,85,55
"E36001160","Holywell",5,10,15,10,20,20
"E36001161","Humshaugh",0,0,5,0,5,5
"E36001162","Isabella",25,10,40,30,65,40
"E36001163","Kitty Brewster",20,5,45,20,65,25
"E36001164","Lesbury",5,0,5,0,5,5
"E36001165","Longhoughton",0,0,0,0,0,5
"E36001166","Lynemouth",10,5,15,10,25,15
"E36001167","Morpeth Kirkhill",5,5,10,0,15,5
"E36001168","Morpeth North",5,0,5,5,10,5
"E36001169","Morpeth Stobhill",5,5,10,5,15,10
"E36001170","Newbiggin Central and East",10,5,25,10,30,15
"E36001171","Newsham",25,10,35,20,60,30
"E36001172","Norham and Islandshires",5,0,0,5,5,5
"E36001173","Pegswood",0,0,15,0,5,15
"E36001174","Plessey",5,0,0,0,10,0
"E36001175","Ponteland East",5,0,0,5,5,5
"E36001176","Ponteland North",0,5,0,0,0,5
"E36001177","Ponteland South with Heddon",0,0,0,5,5,5
"E36001178","Ponteland West",0,0,0,0,0,0
"E36001179","Prudhoe East",5,5,10,20,20,15
"E36001180","Prudhoe West",5,0,10,5,15,5
"E36001181","Rothbury",0,0,5,5,5,5
"E36001182","Seaton with Newbiggin West",5,15,10,20,10,35
"E36001183","Seghill with Seaton Delaval",10,20,30,15,50,25
"E36001184","Shilbottle",5,5,10,0,15,5
"E36001185","Sleekburn",10,5,20,5,30,10
"E36001186","South Blyth",0,0,5,10,10,5
"E36001187","South Tynedale",0,0,0,0,5,0
"E36001188","Stakeford",0,0,15,0,15,5
"E36001189","Stocksfield and Broomhaugh",5,5,5,0,5,10
"E36001190","Ulgham",5,0,5,10,15,5
"E36001191","Wensleydale",10,5,10,20,30,10
"E36001192","Wooler",5,0,0,5,10,5
"E36001193","Alderley Edge",0,0,5,0,5,5
"E36001194","Alsager",10,5,10,15,15,25
"E36001195","Audlem",5,0,0,0,5,5
"E36001196","Bollington",0,5,5,5,5,5
"E36001197","Brereton Rural",5,0,5,0,10,5
"E36001198","Broken Cross and Upton",5,10,5,10,20,20
"E36001199","Bunbury",0,0,5,5,5,5
"E36001200","Chelford",0,0,0,5,5,0
"E36001201","Congleton East",10,10,10,20,30,20
"E36001202","Congleton West",5,5,5,15,20,10
"E36001203","Crewe Central",35,25,30,30,65,50
"E36001204","Crewe East",30,15,25,35,65,40
"E36001205","Crewe North",5,5,5,10,15,10
"E36001206","Crewe South",25,20,25,30,50,50
"E36001207","Crewe St Barnabas",15,20,20,10,30,35
"E36001208","Crewe West",20,10,20,30,45,30
"E36001209","Dane Valley",5,0,0,5,5,0
"E36001210","Disley",0,0,0,5,5,5
"E36001211","Gawsworth",0,5,0,0,5,5
"E36001212","Handforth",10,10,5,15,25,15
"E36001213","Haslington",0,0,5,0,5,5
"E36001214","High Legh",0,0,5,0,0,5
"E36001215","Knutsford",5,5,5,10,15,15
"E36001216","Leighton",0,5,5,5,10,5
"E36001217","Macclesfield Central",5,5,20,20,25,25
"E36001218","Macclesfield East",5,0,5,10,10,10
"E36001219","Macclesfield Hurdsfield",0,5,5,10,10,15
"E36001220","Macclesfield South",10,15,10,20,30,20
"E36001221","Macclesfield Tytherington",5,0,5,5,10,5
"E36001222","Macclesfield West and Ivy",10,5,10,15,20,15
"E36001223","Middlewich",15,10,5,15,30,15
"E36001224","Mobberley",0,0,0,5,0,5
"E36001225","Nantwich North and West",15,5,5,10,25,10
"E36001226","Nantwich South and Stapeley",5,5,10,5,5,15
"E36001227","Odd Rode",5,5,5,5,10,10
"E36001228","Poynton East and Pott Shrigley",0,5,5,0,5,5
"E36001229","Poynton West and Adlington",0,0,5,0,5,0
"E36001230","Prestbury",0,0,0,0,0,0
"E36001231","Sandbach Elworth",5,0,0,5,10,0
"E36001232","Sandbach Ettiley Heath and Wheelock",0,5,0,5,10,10
"E36001233","Sandbach Heath and East",0,0,5,5,5,5
"E36001234","Sandbach Town",0,0,5,5,5,5
"E36001235","Shavington",5,0,0,5,10,0
"E36001236","Sutton",0,0,0,0,5,5
"E36001237","Willaston and Rope",0,0,5,0,5,5
"E36001238","Wilmslow Dean Row",0,0,0,0,0,0
"E36001239","Wilmslow East",0,0,0,0,0,0
"E36001240","Wilmslow Lacey Green",0,5,0,0,5,5
"E36001241","Wilmslow West and Chorley",5,0,0,0,0,5
"E36001242","Wistaston",0,5,5,0,5,5
"E36001243","Wrenbury",5,0,5,0,5,5
"E36001244","Wybunbury",0,5,0,0,5,0
"E36001245","Blacon",40,25,90,50,80,125
"E36001246","Boughton",5,10,10,15,15,20
"E36001247","Chester City",5,5,10,15,20,15
"E36001248","Chester Villages",5,5,5,10,15,5
"E36001249","Davenham and Moulton",10,5,5,10,15,15
"E36001250","Dodleston and Huntington",0,0,5,5,5,5
"E36001251","Ellesmere Port Town",35,25,40,55,65,90
"E36001252","Elton",0,5,5,5,5,10
"E36001253","Farndon",5,0,0,0,5,0
"E36001254","Frodsham",5,5,10,5,10,15
"E36001255","Garden Quarter",5,10,15,5,25,10
"E36001256","Gowy",0,0,0,0,0,5
"E36001257","Grange",10,15,15,25,25,45
"E36001258","Great Boughton",0,5,5,5,5,10
"E36001259","Handbridge Park",5,5,5,5,10,10
"E36001260","Hartford and Greenbank",5,10,15,0,20,5
"E36001261","Helsby",0,0,5,5,5,5
"E36001262","Hoole",5,10,20,5,30,15
"E36001263","Kingsley",0,0,0,0,0,5
"E36001264","Lache",10,15,10,20,25,30
"E36001265","Ledsham and Manor",0,0,5,5,5,5
"E36001266","Little Neston and Burton",5,0,5,5,10,10
"E36001267","Malpas",0,0,0,0,5,0
"E36001268","Marbury",10,5,10,5,20,10
"E36001269","Neston",5,5,5,10,15,10
"E36001270","Netherpool",5,10,15,10,25,15
"E36001271","Newton",10,5,5,15,10,25
"E36001272","Parkgate",0,0,0,0,0,0
"E36001273","Rossmore",20,10,20,25,35,40
"E36001274","Saughall and Mollington",0,5,0,0,5,0
"E36001275","Shakerley",5,0,0,5,10,0
"E36001276","St Paul's",10,20,20,20,40,35
"E36001277","Strawberry",0,0,0,0,5,0
"E36001278","Sutton",10,5,20,10,15,30
"E36001279","Tarporley",0,0,0,0,0,0
"E36001280","Tarvin and Kelsall",0,5,5,5,5,5
"E36001281","Tattenhall",0,0,0,0,5,0
"E36001282","Upton",5,10,5,15,15,25
"E36001283","Weaver and Cuddington",5,5,15,15,20,20
"E36001284","Whitby",0,5,5,10,20,5
"E36001285","Willaston and Thornton",0,0,0,0,0,0
"E36001286","Winnington and Castle",15,15,25,20,45,35
"E36001287","Winsford Over and Verdin",20,45,30,40,85,50
"E36001288","Winsford Swanlow and Dene",15,20,25,10,40,30
"E36001289","Winsford Wharton",10,20,15,30,35,45
"E36001290","Witton and Rudheath",10,10,10,20,25,15
"E36001291","Abbey",0,0,5,5,5,5
"E36001292","Albrighton",5,5,10,0,5,20
"E36001293","Alveley and Claverley",0,0,0,0,5,0
"E36001294","Bagley",0,0,5,5,5,5
"E36001295","Battlefield",5,5,0,5,10,5
"E36001296","Bayston Hill, Column and Sutton",5,5,10,5,15,10
"E36001297","Belle Vue",0,0,5,5,10,5
"E36001298","Bishop's Castle",0,5,5,0,5,5
"E36001299","Bowbrook",5,0,5,5,10,10
"E36001300","Bridgnorth East and Astley Abbotts",5,5,15,15,20,15
"E36001301","Bridgnorth West and Tasley",5,0,15,5,20,5
"E36001302","Broseley",5,0,10,15,20,10
"E36001303","Brown Clee",0,0,5,5,5,5
"E36001304","Burnell",5,0,5,0,5,5
"E36001305","Castlefields and Ditherington",10,5,15,10,25,15
"E36001306","Cheswardine",0,0,5,0,5,5
"E36001307","Chirbury and Worthen",0,0,0,5,0,5
"E36001308","Church Stretton and Craven Arms",5,5,10,5,15,10
"E36001309","Clee",0,0,0,0,5,0
"E36001310","Cleobury Mortimer",5,5,5,5,10,10
"E36001311","Clun",0,0,0,0,0,0
"E36001312","Copthorne",0,0,0,0,5,0
"E36001313","Corvedale",0,0,5,0,5,5
"E36001314","Ellesmere Urban",5,5,10,5,10,5
"E36001315","Gobowen, Selattyn and Weston Rhyn",5,5,10,0,15,5
"E36001316","Harlescott",10,10,15,15,25,20
"E36001317","Highley",10,5,5,5,10,10
"E36001318","Hodnet",0,0,0,5,5,5
"E36001319","Llanymynech",5,0,5,0,5,5
"E36001320","Longden",0,0,5,5,5,10
"E36001321","Loton",0,5,5,0,10,5
"E36001322","Ludlow East",5,5,10,5,15,10
"E36001323","Ludlow North",5,0,5,5,5,5
"E36001324","Ludlow South",5,0,5,0,5,10
"E36001325","Market Drayton East",10,5,20,10,15,30
"E36001326","Market Drayton West",5,5,20,5,15,25
"E36001327","Meole",10,0,10,5,15,10
"E36001328","Monkmoor",5,5,15,5,20,5
"E36001329","Much Wenlock",0,0,0,10,10,0
"E36001330","Oswestry East",15,10,30,5,45,15
"E36001331","Oswestry South",5,5,5,10,20,10
"E36001332","Oswestry West",5,5,10,10,15,15
"E36001333","Porthill",0,0,0,0,0,5
"E36001334","Prees",0,5,5,5,10,10
"E36001335","Quarry and Coton Hill",5,5,5,15,15,10
"E36001336","Radbrook",0,0,5,10,10,5
"E36001337","Rea Valley",0,0,0,0,5,0
"E36001338","Ruyton and Baschurch",5,0,5,0,5,5
"E36001339","Severn Valley",5,0,0,0,5,5
"E36001340","Shawbury",5,0,5,5,10,5
"E36001341","Shifnal North",5,0,5,10,10,10
"E36001342","Shifnal South and Cosford",5,5,0,0,5,5
"E36001343","St Martin's",5,0,0,5,5,5
"E36001344","St Oswald",5,0,5,0,5,0
"E36001345","Sundorne",5,5,15,10,20,15
"E36001346","Tern",0,5,0,5,5,5
"E36001347","The Meres",5,0,0,5,10,0
"E36001348","Underdale",10,5,15,5,25,10
"E36001349","Wem",15,0,5,20,5,35
"E36001350","Whitchurch North",15,5,20,5,35,15
"E36001351","Whitchurch South",5,5,5,10,10,15
"E36001352","Whittington",5,0,5,5,10,5
"E36001353","Worfield",5,0,5,0,10,0
"E36001354","Altarnun",0,0,5,5,5,5
"E36001355","Bodmin Central",10,10,20,10,25,30
"E36001356","Bodmin East",5,10,10,5,20,10
"E36001357","Bodmin West",5,10,20,10,25,20
"E36001358","Breage",0,5,0,0,5,0
"E36001359","Bude North and Stratton",5,10,10,15,20,15
"E36001360","Bude South",5,5,5,5,10,10
"E36001361","Bugle",5,5,15,10,10,20
"E36001362","Callington",5,5,10,5,10,15
"E36001363","Camborne Central",15,5,10,15,30,20
"E36001364","Camborne North",10,5,10,5,10,15
"E36001365","Camborne South",5,5,5,10,20,10
"E36001366","Camborne West",10,5,5,15,25,10
"E36001367","Camelford",10,5,5,10,15,10
"E36001368","Carn Brea North",10,5,15,10,20,15
"E36001369","Carn Brea South",15,5,5,15,30,10
"E36001370","Chacewater and Kenwyn",0,0,5,0,5,5
"E36001371","Colan and Mawgan",5,5,0,5,10,5
"E36001372","Constantine",5,5,5,5,5,10
"E36001373","Falmouth Arwenack",5,5,5,5,10,5
"E36001374","Falmouth Boslowick",5,5,5,5,10,10
"E36001375","Falmouth Gyllyngvase",0,0,0,0,5,0
"E36001376","Falmouth Penwerris",10,10,15,20,30,20
"E36001377","Falmouth Trescobeas",0,5,5,10,10,10
"E36001378","Feock and Kea",0,0,5,5,5,5
"E36001379","Flexbury and Poughill",5,0,5,5,5,5
"E36001380","Fowey",0,5,0,5,5,5
"E36001381","Gulval and Heamoor",5,0,5,10,10,5
"E36001382","Gunnislake",10,5,0,5,10,5
"E36001383","Gwinear-Gwithian and St Erth",0,0,5,5,5,5
"E36001384","Hayle North",5,5,5,10,10,5
"E36001385","Hayle South",5,5,5,5,15,10
"E36001386","Helston Central",5,5,5,5,10,10
"E36001387","Helston North",5,0,0,5,10,0
"E36001388","Illogan",0,0,5,0,0,5
"E36001389","Kelly Bray",5,0,0,5,5,5
